state_name,state,year,Population,Employment,Unemployment ,Unemployment rate,Marginally Food Insecure,Food Insecure,Very Low Food Secure,Gross State Product,Number of low income uninsured children,Percent Low Income Unisured Children,Personal income,Workers' compensation,AFDC/TANF Recipients,AFDC/TANF Caseloads,Food Stamp/SNAP Recipients,Food Stamp/SNAP Caseloads,AFDC/TANF Benefit for 2-Person family,AFDC/TANF Benefit for 3-person family,AFDC/TANF benefit for 4-person family,FS/SNAP Benefit for 1-person family,FS/SNAP Benefit for 2-person family,FS/SNAP Benefit for 3-person family,FS/SNAP Benefit for 4-person family,AFDC/TANF_FS 2-Person Benefit,AFDC/TANF_FS 3-Person Benefit,AFDC/TANF_FS 4-Person Benefit,Child-only AFDC/TANF cases,SSI-Federal,SSI-State,Total SSI,SSI_FS Benefit,Number of Poor (thousands),Poverty Rate,Governor is Democrat (1=Yes),Number in Lower House Democrat,Number in Lower House Republican,Fraction of State House that is Democrat,Number in Upper House Democrat,Number in Upper House Republican,Fraction of State Senate that is Democrat,EITC Phase-In Rate No Dependents,EITC Phase-In Rate 1 Dependent,EITC Phase-In Rate 2 Dependents,EITC Phase-In Rate 3 Dependents,EITC Maximum Credit No Dependents,EITC Maximum Credit 1 Dependent,EITC Maximum Credit 2 Dependents,EITC Maximum Credit 3 Dependents,EITC Phase-Out Rate No Dependents,EITC Phase-Out Rate 1 Dependent,EITC Phase-Out Rate 2 Dependents,EITC Phase-Out Rate 3 Dependents,State EITC Rate,Wisconsin EITC Rate 2 Dependents,Wisconsin EITC Rate 3 Dependents,Refundable State EITC (1=Yes),Federal Minimum Wage,State Minimum Wage,SSI recipients,SSI recipients--Aged,SSI recipients--Blind,SSI recipients--Disabled,Medicaid beneficiaries,WIC participation,NSLP Free Participation,NSLP Reduced Participation,NSLP Total Participation,SBP Free Participation,SBP Reduced Participation,SBP Total Participation
OH,36,2002,11407889,5516645,336340,5.7,20.82148,11.43224,3.40314,412292,114,3.7,337415971,1995898,190998,84031,734679,330844,305,373,461,135,248,356,452,553,729,913,39115,545,0,545,663,1099,9.8,0,39,59,0.40,12,21,0.36,0.0765,0.3400,0.4000,0.4000,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,4.25,241476,16383,2142,222951,1410736,253923,379683,79984,1012719,152414,13143,195701
OK,37,2002,3489080,1608106,78462,4.7,28.25858,16.45338,6.10094,99725,61,6.7,89658607,206002,36923,14801,316684,129934,225,292,361,135,248,356,452,473,648,813,6432,545,53,598,700,489,14.1,0,61,40,0.60,33,15,0.69,0.0765,0.3400,0.4000,0.4000,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.050,,,1,5.15,5.15,73630,9520,812,63298,495743,109391,188085,44567,377268,105866,16814,152299
OR,38,2002,3513424,1697237,138088,7.5,25.45516,14.66403,3.96171,122170,76,8.6,101591994,402402,40916,17946,359138,177291,395,460,565,135,248,356,452,643,816,994,7656,545,2,547,664,380,10.9,1,25,35,0.42,13,17,0.43,0.0765,0.3400,0.4000,0.4000,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.050,,,0,5.15,6.50,56218,7580,633,48005,453337,97058,125981,30097,267595,72231,10176,105602
PA,39,2002,12331031,5868607,350036,5.6,20.67732,11.89992,2.73481,441444,202,6.7,393464126,258392,210528,80587,766615,350838,330,421,514,135,248,356,452,578,777,958,28166,545,27,572,682,1152,9.5,1,100,103,0.49,20,30,0.40,0.0765,0.3400,0.4000,0.4000,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,301981,34156,2374,265451,1420971,222879,376273,84700,1041177,146487,16103,205515
RI,40,2002,1065995,522832,27424,5.0,16.88231,9.99373,2.51389,38173,3,1.3,34889728,11945,38957,14405,71933,33370,449,554,634,135,248,356,452,697,890,1042,2877,545,64,609,708,116,11.0,0,85,12,0.88,42,8,0.84,0.0765,0.3400,0.4000,0.4000,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.250,,,0,5.15,6.15,28747,4349,204,24194,172773,22451,35508,5099,68802,13934,941,17102
SC,41,2002,4107795,1835823,113312,5.8,23.13064,14.90605,3.97648,125689,60,5.8,106587924,192709,53255,21545,379310,154584,162,205,245,135,248,356,452,410,561,697,8781,545,0,545,663,568,14.3,1,57,67,0.46,24,22,0.52,0.0765,0.3400,0.4000,0.4000,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,105888,14860,1535,89493,794119,109575,249817,41492,469483,133783,13648,171948
SD,42,2002,760020,404239,13278,3.2,17.26429,10.62757,2.12139,27224,9,4.2,21170798,8713,6603,2851,47663,18474,380,469,478,135,248,356,452,628,825,930,1638,545,15,560,673,85,11.5,0,19,51,0.27,13,22,0.37,0.0765,0.3400,0.4000,0.4000,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,12666,1852,105,10709,90019,20278,32115,10526,103480,13204,1757,18915
TN,43,2002,5795918,2756086,150505,5.2,17.07846,10.06663,2.39776,197400,77,5.3,162808694,77596,164631,63036,598012,255900,142,185,226,135,248,356,452,390,541,678,18635,545,0,545,663,839,14.8,0,61,38,0.62,18,15,0.55,0.0765,0.3400,0.4000,0.4000,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,161673,20160,1660,139853,1447887,153212,292924,55628,636692,147072,18863,206933
TX,44,2002,21690325,10065870,682940,6.4,30.42543,19.11395,4.92124,799937,956,15.3,633447887,249910,331363,129937,1554428,570337,174,201,241,135,248,356,452,422,557,693,50607,545,0,545,663,3362,15.6,0,78,71,0.52,15,16,0.48,0.0765,0.3400,0.4000,0.4000,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,435844,112708,6044,317092,2372631,786530,1528626,226386,2582461,831263,81825,1082011
UT,45,2002,2324815,1116067,68684,5.8,30.78135,18.47619,3.84592,76779,47,5.9,58314909,195067,19887,7757,89899,36005,362,474,528,135,248,356,452,610,830,968,2450,545,0,545,663,228,9.9,0,21,54,0.28,11,18,0.38,0.0765,0.3400,0.4000,0.4000,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,21003,2124,261,18618,153529,61445,82358,34049,278500,26649,4669,37786
VT,46,2002,615442,329427,13712,4.0,18.37764,8.68360,2.43635,20122,3,2.1,19133676,4574,13407,5113,39914,19809,604,709,792,135,248,356,452,817,999,1153,949,545,59,604,704,61,9.9,1,77,67,0.53,17,13,0.57,0.0765,0.3400,0.4000,0.4000,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.320,,,1,5.15,6.25,12711,1416,109,11186,128007,15903,15765,5220,53713,8292,1637,15179
VA,47,2002,7286873,3569570,156898,4.2,14.52973,8.11300,2.35172,290514,102,5.4,250408311,110467,67262,30051,352172,157703,294,389,410,135,248,356,452,542,745,862,12224,545,0,545,663,702,9.9,1,47,52,0.47,20,20,0.50,0.0765,0.3400,0.4000,0.4000,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,132176,22984,1396,107796,546259,129103,232925,61503,678369,116295,17676,178359
WA,48,2002,6052349,2854762,228077,7.4,20.22586,13.81834,4.80878,249331,71,4.3,202782060,1460963,137755,54188,350373,163313,440,546,642,135,248,356,452,688,885,1048,18261,545,26,571,681,657,11.0,1,49,49,0.50,27,22,0.55,0.0765,0.3400,0.4000,0.4000,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,6.90,105520,14074,937,90509,887850,152055,203961,59309,488215,91340,14444,126924
WV,49,2002,1805414,752548,47450,5.9,17.13266,8.59259,2.02054,45182,24,5.7,44197564,1218963,41643,15855,235736,100359,276,453,387,135,248,356,452,524,809,839,4667,545,0,545,663,293,16.8,1,75,25,0.75,29,5,0.85,0.0765,0.3400,0.4000,0.4000,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,74022,4952,593,68477,277117,50265,87531,22312,195950,51912,9926,85033
WI,50,2002,5445162,2861621,162698,5.4,17.01812,9.22993,3.71490,196028,41,2.9,171731780,29700,45231,18955,262310,105747,673,673,673,135,248,356,452,866,974,1070,10693,545,84,629,722,467,8.6,0,44,55,0.44,17,16,0.52,0.0765,0.3400,0.4000,0.4000,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.040,0.140,0.430,1,5.15,5.15,87128,9089,965,77074,601783,102776,153791,47598,552561,40337,6417,63583
WY,51,2002,500017,258650,10896,4.0,21.17670,12.80993,5.33644,19295,10,7.8,15708575,106750,826,453,23530,9545,320,340,340,135,248,356,452,568,696,792,322,545,10,555,670,44,9.0,0,17,43,0.28,10,20,0.33,0.0765,0.3400,0.4000,0.4000,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,5663,525,53,5085,50538,11353,15314,6148,49889,5989,1182,9544
AL,1,2003,4503491,1992732,127493,6.0,19.87682,13.81505,3.19612,135910,62,5.4,119399497,70423,44704,18844,472066,185028,190,215,245,139,256,366,465,446,581,710,9157,552,0,552,676,663,15.0,0,64,41,0.61,25,10,0.71,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,163760,21010,1029,141721,747859,120377,285471,50037,549241,130793,12539,166848
AK,2,2003,648414,305723,25946,7.8,19.47017,10.53248,3.80023,32136,10,5.1,23077755,16084,15190,5334,50687,17797,821,923,1025,169,309,443,563,1128,1334,1525,1182,552,362,914,1053,62,9.6,0,13,27,0.33,8,12,0.40,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,7.15,10639,2230,107,8302,97075,25512,23369,6867,52962,7910,1337,11802
AZ,3,2003,5510364,2578854,157146,5.7,20.54067,11.12701,2.93437,192100,164,10.3,155206313,310655,112952,47792,466153,181146,275,347,418,139,256,366,465,531,713,883,19138,552,0,552,676,749,13.5,1,21,39,0.35,13,17,0.43,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,91655,13211,924,77520,968206,156353,293709,52526,517837,125707,15017,166184
AR,4,2003,2724816,1196299,75397,5.9,27.81233,15.79666,3.90756,79568,37,5.2,69393101,39713,25425,11162,310359,124288,162,204,247,139,256,366,465,418,570,712,4873,552,0,552,676,474,17.8,0,72,28,0.72,27,8,0.77,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,86542,11177,873,74492,565499,85607,167707,30419,317843,94860,10560,127348
CA,5,2003,35253159,16102840,1174778,6.8,23.88811,15.16255,3.26970,1534559,787,7.9,1242098548,2665841,1111558,449650,1708354,661219,548,679,809,139,256,366,465,790,992,1182,185002,552,205,757,819,4634,13.1,1,48,32,0.60,25,15,0.63,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,6.75,1162725,345911,21951,794863,7897701,1274489,1702334,339588,2732303,699371,95310,885880
CO,6,2003,4528732,2338207,148022,6.0,19.56337,11.76005,2.79281,194631,99,8.2,159102588,453486,35391,13534,208053,90096,280,356,432,139,256,366,465,536,722,897,4822,552,37,589,702,436,9.7,0,28,37,0.43,17,18,0.49,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,53988,8537,555,44896,361912,81196,132430,31955,327775,45270,6395,66496
CT,7,2003,3484336,1687924,96336,5.4,15.47488,9.10709,2.88082,182466,34,3.8,158426538,64414,44964,21014,180512,94147,513,636,741,139,256,366,465,765,962,1134,8259,552,183,735,804,278,8.1,0,94,57,0.62,21,15,0.58,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,6.90,51151,6937,505,43709,429743,51721,108683,21233,283625,39939,3441,50645
DE,8,2003,818003,397472,17688,4.3,11.57393,6.22178,1.34058,45418,8,3.7,31236735,11968,12697,5597,46027,19141,270,338,407,139,256,366,465,526,704,872,2559,552,0,552,676,60,7.3,1,12,29,0.29,13,8,0.62,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,6.15,12930,1304,115,11511,124528,17839,29770,5615,75377,13425,1442,19724
DC,9,2003,568502,285454,20968,6.8,23.89933,11.25674,3.57317,75086,6,5.9,26408223,19413,42342,16589,81777,39104,298,379,463,139,256,366,465,554,745,928,6169,552,0,552,676,92,16.8,,,,,,,,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.250,,,1,5.15,6.15,20403,2154,175,18074,134911,15572,38327,2677,47961,16257,1006,19048
FL,10,2003,17004085,7783148,427548,5.2,20.34394,12.62742,4.39093,584377,413,10.0,546581820,279273,120013,58118,1041315,502669,241,303,364,139,256,366,465,497,669,829,35051,552,0,552,676,2148,12.7,0,39,81,0.33,14,25,0.36,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,409400,95566,3166,310668,2165042,354568,802573,154490,1397558,368917,43068,495428
GA,11,2003,8622793,4182521,211916,4.8,20.18409,12.46996,3.90473,335136,209,8.7,264265063,90521,133772,55922,750208,314687,235,280,330,139,256,366,465,491,646,795,24706,552,0,552,676,1014,11.9,0,107,72,0.60,26,30,0.46,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,199733,29689,2175,167869,1262263,246296,523228,108539,1129503,286339,38569,410840
HI,12,2003,1251154,578323,24799,4.1,15.35647,7.24353,1.90261,48566,8,2.6,40763715,25296,25715,9776,100382,48766,452,570,687,212,389,557,707,841,1127,1393,2287,552,0,552,764,117,9.3,0,36,15,0.71,20,5,0.80,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,6.25,21753,6532,189,15032,172664,32788,48864,15729,131954,20643,4209,37978
ID,13,2003,1363380,651335,38670,5.6,25.50842,16.24417,3.27196,41110,31,8.0,36387793,122833,3124,1681,81524,32428,309,309,309,139,256,366,465,565,675,774,1095,552,52,604,712,138,10.2,0,16,54,0.23,7,28,0.20,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,20258,1716,216,18326,163086,34754,58877,19149,148798,23659,3782,34618
IL,14,2003,12556006,5874608,425613,6.8,15.58185,9.35000,2.84047,531529,225,6.6,439257453,75377,98049,37895,953929,422487,292,396,435,139,256,366,465,548,762,900,20091,552,0,552,676,1592,12.6,1,66,52,0.56,26,32,0.45,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.050,,,0,5.15,5.15,255445,30895,2426,222124,1797165,266975,592876,83525,1097467,179526,11932,219069
IN,15,2003,6196638,3014655,168333,5.3,19.68070,12.57732,3.55423,226737,85,5.1,182215699,31068,140302,52686,470182,196688,229,288,346,139,256,366,465,485,654,811,18599,552,0,552,676,610,9.9,1,51,49,0.51,18,32,0.36,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.060,,,0,5.15,5.15,93963,6311,999,86653,742272,124683,219787,57815,663592,93363,12462,133081
IA,16,2003,2941999,1534489,72309,4.5,21.75138,12.18136,2.91276,107073,40,5.3,86723292,11764,52170,19969,153816,66436,361,426,495,139,256,366,465,617,792,960,5117,552,0,552,676,260,8.9,1,45,54,0.45,21,29,0.42,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.065,,,0,5.15,5.15,41869,3837,792,37240,290964,64585,95970,32261,380864,39131,7056,71061
KS,17,2003,2723004,1357867,79160,5.5,25.60533,14.63592,5.35137,96794,33,4.5,82089882,17467,39745,15300,160705,70845,352,429,497,139,256,366,465,608,795,962,4497,552,0,552,676,288,10.8,1,45,80,0.36,10,30,0.25,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.150,,,0,5.15,2.65,37805,3475,376,33954,246324,61229,105678,35432,317481,50154,9565,77185
KY,18,2003,4117170,1839873,120172,6.1,25.82595,13.56971,4.06634,128767,90,8.6,109033108,135922,76963,34923,502677,209532,225,262,328,139,256,366,465,481,628,793,16019,552,0,552,676,589,14.4,1,65,35,0.65,16,22,0.42,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,178900,15733,1358,161809,657597,113109,231831,48495,511470,132853,18346,194483
LA,19,2003,4521042,1888974,129350,6.4,23.75134,10.18409,1.42626,157682,102,8.1,119821189,37922,57775,22834,655300,250388,188,240,284,139,256,366,465,444,606,749,11570,552,0,552,676,750,17.0,0,70,34,0.67,23,15,0.61,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,167800,20708,1785,145307,903261,133403,351425,53113,626152,185903,17091,237832
ME,20,2003,1306513,649571,33964,5.0,17.25252,11.25099,3.18337,42113,6,1.9,40067729,14621,26504,9150,132582,65760,363,485,611,139,256,366,465,619,851,1043,2133,552,10,562,683,149,11.6,1,80,67,0.54,18,17,0.51,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.049,,,0,5.15,6.25,31403,2746,223,28434,240741,21743,37624,10694,103840,16271,2956,27707
MD,21,2003,5496269,2754523,127696,4.4,14.70264,7.44617,1.80348,229974,52,3.6,214734120,265760,61168,26134,252294,114927,373,473,572,139,256,366,465,629,839,1016,9008,552,0,552,676,472,8.6,0,98,43,0.70,33,14,0.70,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.180,,,0,5.15,5.15,90962,15532,711,74719,676479,101283,179200,45015,435790,80467,13892,123835
MA,22,2003,6422565,3226981,195428,5.7,11.84808,6.81080,2.38016,316377,71,4.6,262071401,98654,109093,49377,292200,135195,518,618,713,139,256,366,465,769,949,1114,18041,552,129,681,766,652,10.3,0,135,23,0.85,34,6,0.85,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.150,,,1,5.15,6.75,168171,44813,4038,119320,939406,113957,185572,35851,541767,90510,7133,115936
MI,23,2003,10041152,4667103,360756,7.2,19.51721,10.40976,3.32079,378053,71,2.7,314347960,67816,200557,75111,837629,364166,371,459,563,139,256,366,465,627,825,1009,25805,552,14,566,686,1125,11.4,1,62,47,0.57,16,22,0.42,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,216727,17629,1818,197280,1297794,216684,365342,70476,842678,161378,15306,216046
MN,24,2003,5053572,2734287,140376,4.9,15.77530,7.87180,1.82959,218597,39,3.0,177754072,121981,94605,36500,234631,110088,437,532,621,139,256,366,465,693,889,1050,9588,552,81,633,732,376,7.4,0,53,80,0.40,35,31,0.53,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.330,,,1,5.15,5.15,68971,9804,722,58445,561290,110117,146962,50539,577652,61303,13112,117540
MS,25,2003,2868312,1219145,82105,6.3,26.41291,13.45779,2.90581,74156,65,8.2,68443211,27725,45743,19823,355783,142641,146,170,194,139,256,366,465,402,536,659,8038,552,0,552,676,456,16.0,1,81,38,0.68,31,21,0.60,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,126301,17538,1133,107630,602348,103244,256422,33596,395089,145947,11747,176453
MO,26,2003,5709403,2850987,169834,5.6,19.21379,10.54553,2.87610,206222,51,3.5,172068839,80063,101893,40845,591532,248540,234,292,342,139,256,366,465,490,658,807,11496,552,0,552,676,602,10.7,1,73,90,0.45,14,20,0.41,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,115069,10606,970,103493,986646,129961,245725,53876,603434,120724,16328,177878
MT,27,2003,919630,449266,22223,4.7,20.17084,12.62900,3.04593,25991,28,12.3,24262268,100603,17294,6169,71320,30208,403,507,611,139,256,366,465,659,871,1043,1588,552,0,552,676,139,15.1,0,41,53,0.44,21,29,0.42,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,14356,1209,132,13015,82190,21320,29747,8184,77464,12223,1779,18130
NE,28,2003,1738643,926315,37943,3.9,19.64675,11.69667,3.95065,67449,19,4.1,56076719,8042,26876,10945,99243,42507,293,364,435,139,256,366,465,549,730,900,3475,552,11,563,683,168,9.8,0,,,,,,,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,21875,2186,243,19446,195964,38286,66384,22526,222865,24292,4078,39787
NV,29,2003,2248850,1088787,58249,5.1,19.14029,11.39940,3.51559,90332,67,11.0,75123100,29362,25256,10636,111352,49214,289,348,407,139,256,366,465,545,714,872,4937,552,36,588,701,244,10.9,0,23,19,0.55,8,13,0.38,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,30815,7883,708,22224,169689,44551,72416,15735,136856,29292,3987,40646
NH,30,2003,1279840,677030,30494,4.3,13.42501,6.73244,2.31392,50262,4,1.2,48126373,13260,14152,6079,44783,22150,556,625,688,139,256,366,465,796,954,1097,1816,552,27,579,695,73,5.8,0,117,282,0.29,6,18,0.25,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,12709,926,139,11644,100445,16701,21433,7430,109815,8495,1480,18650
NJ,31,2003,8601402,4093686,253468,5.8,14.97566,9.99239,3.88675,403434,138,6.0,363070991,286557,102564,42418,339047,157874,322,424,488,139,256,366,465,578,790,953,17038,552,31,583,697,741,8.6,1,43,35,0.55,20,20,0.50,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.200,,,1,5.15,5.15,149580,33670,1015,114895,809080,136272,255303,59340,604595,69057,8102,91843
NM,32,2003,1877574,837667,52063,5.9,30.70134,18.60077,5.18226,63759,54,10.4,48555144,30065,44081,16638,194795,74645,310,389,469,139,256,366,465,566,755,934,4916,552,0,552,676,338,18.1,1,42,28,0.60,24,18,0.57,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,50169,8710,519,40940,408806,62253,130351,22441,201272,69263,9013,92926
NY,33,2003,19175939,8672909,590492,6.4,21.17767,13.19067,3.49604,902542,241,5.0,723980267,1786311,338668,148803,1434936,723371,468,577,687,139,256,366,465,724,920,1096,63306,552,87,639,737,2707,14.3,0,103,47,0.69,25,37,0.40,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.300,,,1,5.15,5.15,624565,134095,3131,487339,3723583,458177,984956,153371,1788136,349609,36224,459919
NC,34,2003,8422501,3984596,271035,6.4,26.91923,16.74934,4.51393,313181,157,7.3,240333313,70300,84214,40432,649426,276321,236,272,297,139,256,366,465,492,638,762,21983,552,0,552,676,1289,15.7,1,60,60,0.50,28,22,0.56,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,194424,28237,1958,164229,1163739,211574,409524,87445,863716,216184,29312,307729
ND,35,2003,638817,331852,12824,3.7,13.99323,6.46948,2.32594,22583,9,5.8,18918969,58973,8677,3376,39663,17273,378,477,573,139,256,366,465,634,843,1016,761,552,0,552,676,61,9.7,0,28,66,0.30,16,31,0.34,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,8092,1144,80,6868,57450,13969,20158,6842,77230,8005,1377,14769
OH,36,2003,11434788,5505858,366514,6.2,21.29725,13.21754,3.12457,426458,161,5.3,347533465,2038673,187557,84292,855401,379354,305,373,461,139,256,366,465,561,739,926,40264,552,0,552,676,1226,10.9,0,38,61,0.38,11,22,0.33,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,4.25,243584,15934,2092,225558,1577331,256095,397451,80995,1028227,164540,14129,211637
OK,37,2003,3504892,1593521,92051,5.5,24.03623,13.52150,4.62576,106473,92,10.1,93650150,72168,36830,15049,380299,152860,225,292,361,139,256,366,465,481,658,826,6490,552,53,605,713,440,12.8,1,53,48,0.52,27,20,0.57,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.050,,,1,5.15,5.15,75202,8938,812,65452,510299,111688,198605,43752,382577,112347,16715,158675
OR,38,2003,3547376,1695906,149638,8.1,25.05666,14.67454,5.21399,128104,60,7.0,105823776,519363,42722,18708,398377,199205,395,460,565,139,256,366,465,651,826,1011,7978,552,2,554,677,446,12.5,1,58,35,0.62,15,15,0.50,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.050,,,0,5.15,6.90,57436,7570,649,49217,413194,96457,134196,31441,275713,80957,11120,115617
PA,39,2003,12374658,5821711,348648,5.7,17.75973,9.93728,2.39253,459555,157,5.2,407904130,264948,210409,80857,822696,373597,330,421,514,139,256,366,465,586,787,975,27539,552,27,579,695,1279,10.5,1,94,108,0.47,21,28,0.43,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,310617,32895,2368,275354,1488465,229628,380760,89142,1057774,150945,17470,213773
RI,40,2003,1071342,530567,29916,5.3,18.36044,11.62662,2.95654,40400,6,2.4,36717553,11929,35514,13348,74068,34121,449,554,634,139,256,366,465,705,904,1059,2947,552,57,609,716,121,11.5,0,63,11,0.85,32,6,0.84,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.250,,,0,5.15,6.15,29196,4155,198,24843,179036,22739,41099,6897,82161,16325,1444,21131
SC,41,2003,4150297,1859765,138212,6.9,26.13731,14.80495,3.52761,131900,53,4.8,110293923,199101,52976,21589,450556,184771,163,205,248,139,256,366,465,419,571,713,9295,552,0,552,676,516,12.7,0,50,73,0.41,21,24,0.47,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,105621,13864,1482,90275,870624,104967,254200,42396,466847,135966,14097,175244
SD,42,2003,763729,408088,14947,3.5,19.47392,10.57715,2.19089,28674,8,3.7,23124408,9266,6285,2791,51176,20018,432,483,533,139,256,366,465,688,849,988,1667,552,15,567,686,95,12.7,0,21,49,0.30,9,26,0.26,0.0765,0.3400,0.4000,0.4000,382,2547,4204,4204,0.0765,0.1598,0.2106,0.2106,0.000,,,0,5.15,5.15,12577,1777,99,10701,94895,20631,32942,10326,103592,13527,1864,19458
